7.5542	7.703	9.9082	9.9283	4.9174	5.3543	6.3583	12.31	11.8009	9.0093	8.1122	10.9981	9.5072	8.3927	15.4969	9.1393
14.3452	11.2267	9.6161	16.2399	15.517	7.2818	2.6103	11.1946	8.9329	6.875	2.9424	7.4263	12.5352	11.3723	10.9857	14.3285
12.5846	5.6028	5.4097	8.5831	7.2745	9.7367	5.849	8.6147	5.6177	6.1911	10.9944	9.3246	8.4029	10.2601	9.992	23.5922
6.7646	7.6761	17.7434	9.2525	11.5811	14.0065	9.3023	10.3738	15.8352	13.1666	18.3696	12.4215	7.3844	12.2555	13.9454	7.9914
16.4919	6.003	15.2586	10.9434	12.1074	6.8093	4.391	10.4296	11.8764	9.3374	11.1155	10.2494	6.882	11.7143	13.085	12.8958
10.9815	6.4407	13.2963	9.2961	9.9008	15.2372	8.2922	12.5696	11.991	13.5742	16.9949	10.8854	4.9542	10.9465	15.0377	11.5114
9.6817	8.8824	8.0624	5.7111	10.0083	26.8678	17.4404	9.1682	10.5354	15.9398	22.1581	8.3315	1.9727	11.44	9.6782	4.4919
11.7696	5.3787	15.9734	5.375	5.6148	12.0558	7.4807	14.5674	12.5642	11.4634	13.209	7.2647	6.9741	10.6021	9.3538	15.3234
19.612	7.3678	16.997	8.1426	9.7939	5.3435	3.7457	4.773	15.5478	9.5459	11.6024	12.5012	7.2048	3.9075	16.7223	13.7027
20.2821	6.7746	11.2927	15.0737	9.8663	2.4581	1.2814	4.6708	9.5795	3.381	6.5144	13.8644	12.2916	5.6717	14.1376	27.8302
14.0429	8.5116	14.3837	8.6457	6.6419	6.7283	2.7369	14.6928	15.4905	3.5907	13.5951	11.3829	10.0129	9.9376	15.4586	10.6578
5.1462	9.0901	15.3857	8.8117	10.9954	11.1354	5.5914	10.6518	13.4724	11.4463	14.9646	9.8523	8.8127	6.2682	12.7805	9.0254
14.8385	9.7082	11.4741	23.3657	18.7409	7.1332	2.66	9.9534	8.1985	9.7638	5.8792	11.0347	18.1573	11.3001	16.9046	13.5776
17.6422	16.5542	5.807	22.334	18.8552	2.6004	3.9475	6.9357	9.1831	6.1735	3.0125	13.8372	16.916	5.4549	19.2829	17.9937
7.6238	15.5995	3.623	21.6188	16.7887	7.9816	4.3882	7.3123	5.2139	8.2794	5.5782	17.8596	19.1045	4.7184	22.9626	14.7975
22.0504	17.4077	5.3753	24.1175	16.6124	4.9077	1.6296	4.5699	4.3162	0.5369	1.913	14.4666	27.3653	4.327	12.6167	22.7778
7.5111	11.4888	13.5252	4.4258	13.803	21.0454	7.8759	14.2504	9.5323	14.2785	16.3361	12.8844	4.1923	9.872	17.6936	3.1953
4.0407	3.2066	6.6322	23.0072	6.1375	0.084	1.0832	1.8914	7.5031	3.9596	8.4342	39.3927	17.2981	1.9898	43.8448	16.485
17.378	14.954	16.4835	9.1369	17.113	14.7331	4.0224	16.0833	9.1597	14.5409	6.8567	6.3965	14.5327	8.005	8.7152	3.7989
22.0311	10.6587	7.0579	7.7775	13.9241	4.5712	2.8985	10.7871	5.647	7.1086	4.9178	15.6389	6.0473	9.2657	19.0025	36.1162
6.0995	16.6426	8.4718	10.2132	13.8276	14.5502	8.0779	12.3766	10.7451	6.5048	13.3946	14.0004	10.5722	10.033	15.793	12.1474
10.8813	9.8103	13.6398	10.1642	7.8773	8.2812	4.8487	21.6879	15.5778	11.7735	9.8964	7.2176	8.4584	12.3731	17.8024	13.1599
6.5644	4.4041	4.3953	22.1136	8.2426	0.4638	2.0306	6.1331	4.7024	4.4325	9.1517	27.8877	18.9206	7.4808	30.6191	25.9077
12.1711	9.1636	19.7925	4.0213	14.6807	8.0214	5.5127	8.6843	14.2374	11.1783	9.7323	6.232	4.3468	8.5487	7.5457	4.1614
12.7297	7.1158	7.7302	13.8443	7.0522	1.4458	1.6767	7.9373	6.8408	2.4943	5.9265	7.6437	14.5001	7.3981	6.1045	14.4899
15.1485	5.3575	12.9692	12.6995	11.82	7.3666	5.344	16.3054	10.2886	16.5342	8.532	7.5544	8.8226	11.7359	15.7314	14.1601
14.379	13.4458	10.6317	10.2834	16.4994	13.1968	6.7031	17.4943	7.8328	12.7619	14.1556	8.2531	9.8733	14.1702	11.6143	22.1753
14.2935	7.9201	18.3257	11.2129	12.8798	11.0009	7.4834	11.1187	13.8709	16.2713	20.3229	11.1336	11.0391	7.9237	14.5866	12.547
6.2438	7.2558	14.732	10.2683	10.7639	13.1781	13.9451	12.051	11.0317	16.5727	13.7565	15.295	10.3497	13.2309	14.525	17.1904
8.8265	10.5559	8.1594	13.9161	11.2637	7.5443	2.7133	15.1965	7.4349	7.2608	5.4023	10.1468	11.9589	13.027	13.9819	14.5017
10.8289	10.9689	7.5229	7.5666	10.6571	17.9964	8.9903	22.8709	7.9973	17.6966	11.1735	9.2142	7.1515	14.8423	17.9602	7.7125
7.3887	3.8461	16.9539	13.3889	8.9757	7.9881	2.602	17.2822	10.0322	10.7914	7.449	16.3828	14.2459	14.3037	17.2995	29.9201
24.848	10.5607	9.9915	9.1263	11.6359	13.1644	10.7495	7.5002	12.7438	11.7433	29.6444	9.0079	5.6679	6.9255	12.7506	0.47
17.5693	9.9945	16.6552	13.7341	9.5224	15.0216	4.2479	15.487	16.0836	8.2379	9.7808	8.6926	15.0279	9.7126	12.111	13.8917
27.529	11.1606	10.1954	8.0656	11.8334	11.7335	8.5335	8.9969	13.8139	9.3561	9.3157	10.6132	3.4405	9.3237	14.6347	8.7443
15.0997	5.8572	12.7896	16.8472	8.8299	3.9761	2.0037	8.1736	9.9095	3.0711	7.8866	13.6013	16.7446	9.3071	14.1582	16.7147
3.9492	3.5818	11.9177	5.8214	10.1907	12.6432	12.0565	15.9273	9.2374	17.469	16.8221	13.0942	2.7938	15.3148	16.1803	13.3706
15.984	7.9536	13.3463	17.8319	12.9422	5.7471	2.8356	9.2332	12.7735	8.0916	10.6398	10.7414	13.6062	10.4028	16.2983	15.0227
8.785	8.0349	16.9623	12.0908	14.456	6.4245	6.5799	14.0776	17.557	11.1019	11.198	10.2253	6.8625	14.2791	15.9163	15.059
