1.025	1.0176	2.0645	1.0292	1.0198	1.0091	0.0622	3.0503	2.0463	2.0378	1.0401	1.061	1.0292	3.0253	3.0794	0.0213	0.0133	0.0154	1.0197	2.0295	1.0093	1.007	1.0036	1.0552	1.0602	0.0188	2.0176	0.0763	0.0545	1.0278	7.032	1.0772	4.0468	1.0634	1.0632	2.0463	0.028	2.0336	1.0453	3.0428	0.047	1.0334	0.0348	4.0253	4.067	0.0653	2.0576	1.0291	0.0509	3.045	2.0365	1.0468	1.025	0.031	1.0607	2.0443	5.0661	3.0606	2.0479	2.0567	1.0279	1.0429	0.0601	3.0557
2.0741	3.0773	1.0413	2.0545	3.0812	0.0263	0.0453	4.0555	2.0534	1.0438	1.0045	3.0568	3.0751	4.076	2.0758	2.0682	1.0621	0.0479	5.0229	6.0715	1.0523	2.0247	0.0042	2.0299	0.0342	0.0225	0.0169	0.0298	2.0933	0.0689	3.0221	2.0427	1.0405	2.0323	0.0264	3.0705	4.0167	1.0095	0.0142	0.0775	2.0162	0.0057	0.0017	0.013	0.0383	1.0362	0.034	3.045	4.0552	2.0453	1.0676	0.0972	4.0764	2.0506	0.0397	1.0638	2.066	4.046	1.0135	1.0537	2.059	2.0496	3.0473	3.0676
4.0849	2.0434	1.0516	2.0399	0.0328	2.0465	1.0316	0.0125	1.0397	2.0204	0.0238	0.0257	2.036	0.0125	2.0494	2.0341	2.0347	0.007	0.0313	2.0297	1.0137	3.072	1.011	2.0625	1.0363	0.0058	1.0318	2.0252	0.0407	3.0324	1.0277	1.0721	1.0589	1.0231	1.0036	0.0103	1.0442	1.0296	1.0285	1.0054	0.0144	1.0407	5.0811	2.0586	1.053	1.0257	0.0103	4.0909	2.0425	0.0522	1.0243	2.0522	3.0353	1.0226	1.028	2.0761	1.009	1.0476	2.0579	2.0704	2.0422	2.0805	3.0973	9.2155
0.0306	0.0266	3.0575	0.0337	1.0537	2.052	1.027	0.025	5.0883	3.0742	4.0907	1.0577	0.064	2.0355	3.0218	2.0159	0.0398	3.0476	3.0555	3.0264	3.0348	2.0719	1.0804	3.0342	0.0335	0.0339	4.0769	0.0677	1.0203	4.0415	2.0697	0.0511	3.0497	0.0694	5.1355	3.0235	2.0451	3.0859	1.0431	2.0513	2.1139	4.0653	3.0951	3.0657	2.0499	1.073	3.0728	2.0442	0.0282	1.0173	2.0634	1.0536	3.0361	3.0416	1.0604	2.0721	4.0424	1.0468	1.0769	4.0488	1.0284	2.0441	1.0387	0.0598
6.1364	0.0326	2.063	3.0649	1.0344	0.0291	0.0254	2.0307	2.0886	2.0392	3.0892	3.0267	1.0412	3.059	2.0762	1.0342	2.0513	0.0319	5.0625	2.0288	0.0408	2.0176	0.0155	3.0376	0.0376	0.0265	1.0302	0.033	1.0829	1.0274	2.0416	3.0484	1.0566	3.0389	3.056	1.0515	4.05	1.0343	0.0389	1.0496	3.0506	1.0624	3.0501	0.0446	0.0271	1.0528	4.0212	2.0623	2.0409	0.0162	0.0549	1.0633	4.0503	2.0305	1.0507	1.0825	3.0294	3.0447	0.0526	4.0571	1.0244	3.0752	2.0453	2.0952
1.0436	2.0295	2.049	3.038	0.0524	2.0458	0.021	1.0238	1.0808	3.0558	4.0507	1.0634	0.068	0.0307	4.057	2.0208	1.0194	0.0431	5.0813	1.0341	6.0398	2.0744	0.0798	3.048	0.0171	0.0784	1.0603	2.0417	0.0219	4.0606	4.0653	1.0658	3.0604	1.0344	2.0825	2.0436	1.0459	4.068	1.0622	3.0784	4.0799	3.0481	3.0924	2.0667	0.0164	2.0498	2.0647	2.0598	2.023	0.0361	0.0307	0.0369	0.0398	3.0538	2.0381	2.0705	3.0419	3.0726	4.084	1.0429	2.0193	1.062	1.0518	3.0507
3.0202	2.0691	0.027	2.0518	0.0431	4.1018	0.026	0.0212	2.0405	2.0632	2.0205	0.0074	1.0054	0.0597	2.0206	1.0126	2.0793	1.0632	3.0342	0.007	3.08	10.1832	3.1303	3.0647	1.0668	2.06	5.107	2.0732	0.0245	4.0452	2.0521	0.0369	2.0612	0.0479	3.0509	2.0367	1.0445	4.1093	4.0678	1.0554	4.0688	3.1197	6.155	2.0606	0.0109	2.0604	2.0565	1.0341	0.0074	1.012	0.019	0.0028	2.015	1.0855	3.0835	2.0174	0.0174	3.034	2.1018	1.0207	0.0003	2.0379	0.0453	1.0033
4.0691	0.0278	3.0812	1.0365	0.0037	1.0332	0.0194	2.0414	3.0685	2.0795	5.0713	2.0446	1.0327	0.0167	0.0123	1.0647	1.0507	0.0211	2.0278	0.0227	1.036	4.0807	1.0568	2.0446	1.0314	2.0318	1.0361	0.0468	2.0377	2.0625	2.0742	5.0559	2.0694	1.0191	6.0817	0.0319	1.0296	1.0621	2.0435	4.0698	2.0889	3.0724	2.0762	1.0218	0.0319	2.0245	1.0394	1.0476	1.0253	1.0182	1.072	1.02	1.053	2.0426	1.0294	3.0667	3.0133	1.0224	0.0767	1.0322	1.0332	3.088	3.0396	4.098
4.1672	2.0422	5.0993	2.0563	3.0454	1.0422	0.036	0.0149	6.1263	2.072	2.0404	2.0654	0.0128	1.0288	4.0458	0.0484	1.0736	1.0206	5.048	0.0124	2.0137	1.0141	0.0246	0.003	0.0495	0.0192	1.0202	0.0234	1.0293	1.0097	1.0184	1.0093	7.0681	0.0698	1.107	2.0495	2.0747	2.0202	0.0307	3.0249	2.0588	2.0304	1.0582	2.0664	1.0378	0.0257	5.0829	2.0925	1.0562	1.0164	1.0486	1.0174	0.0218	0.0167	1.0211	1.0239	2.0601	3.0302	3.0946	4.0834	2.0484	0.0197	2.1171	5.0826
5.1371	2.0721	3.0692	4.0772	1.0612	2.014	0.0162	1.0481	3.0794	0.0195	1.0185	4.0717	2.0839	2.0286	3.0499	2.1064	2.0573	0.0109	3.0089	3.0636	1.0074	0.0025	0.0012	1.0205	0.0121	0.0007	0.0093	0.026	0.0231	0.0302	1.0126	1.0389	3.0576	2.0242	0.0506	1.0482	2.0177	0.0132	0.0139	0.0243	2.0332	1.0181	0.0314	1.0364	0.0653	0.01	4.0548	5.0912	4.0925	0.0257	1.0602	1.09	4.058	0.0019	0.0199	0.0144	1.0444	1.0272	3.0593	5.0977	4.0971	2.0264	2.112	11.2646
