1.1002	1.0801	2.24	1.1279	1.0868	1.05	0.2276	3.1939	2.1948	2.1613	1.1684	1.2406	1.1263	3.1117	3.3008	0.0927	0.0652	0.0672	1.0867	2.109	1.0342	1.0346	1.0202	1.2054	1.2277	0.0889	2.0831	0.2686	0.2118	1.1195	7.1415	1.3032	4.1813	1.2406	1.2595	2.1911	0.1186	2.1281	1.1743	3.1932	0.1831	1.1508	0.1374	4.1165	4.2531	0.252	2.2247	1.133	0.1978	3.1699	2.1697	1.1861	1.1093	0.1124	1.2384	2.1903	5.2668	3.223	2.1987	2.241	1.1271	1.1702	0.2478	3.2161
2.2976	3.2878	1.1624	2.241	3.3194	0.122	0.1662	4.2314	2.2084	1.1752	1.0251	3.2312	3.3081	4.3059	2.2783	2.284	1.2514	0.1949	5.1064	6.2856	1.2125	2.0988	0.0296	2.1254	0.1376	0.089	0.0581	0.1234	2.3558	0.2665	3.1015	2.1768	1.1649	2.1294	0.1122	3.2618	4.08	1.047	0.0609	0.2791	2.0701	0.0285	0.0122	0.0525	0.1624	1.1463	0.1366	3.1902	4.2305	2.2022	1.2567	0.3761	4.306	2.1989	0.151	1.2622	2.2522	4.1743	1.068	1.2282	2.2445	2.2007	3.2058	3.2747
4.3268	2.1651	1.1986	2.1809	0.1342	2.1716	1.112	0.0734	1.1582	2.0827	0.0852	0.125	2.124	0.0617	2.1783	2.1725	2.1528	0.0439	0.1178	2.1101	1.0592	3.2765	1.046	2.249	1.1351	0.0358	1.129	2.1027	0.1571	3.1386	1.1218	1.2865	1.2356	1.0925	1.0285	0.0543	1.1643	1.1178	1.1161	1.0308	0.0807	1.1478	5.3177	2.2182	1.2105	1.1071	0.0547	4.3491	2.1652	0.2056	1.1141	2.1923	3.1522	1.1074	1.1266	2.2816	1.0544	1.1969	2.2316	2.2758	2.193	2.324	3.3985	9.8288
0.1265	0.1219	3.2384	0.1387	1.2036	2.2005	1.1162	0.1187	5.3355	3.2962	4.3568	1.2274	0.2306	2.1397	3.1091	2.0781	0.1683	3.1859	3.2131	3.1102	3.1559	2.2635	1.3117	3.1442	0.163	0.1329	4.3231	0.2613	1.099	4.153	2.2746	0.2108	3.2116	0.2774	5.5115	3.1144	2.1773	3.348	1.1873	2.2091	2.4409	4.2929	3.379	3.2602	2.1943	1.2887	3.2798	2.1913	0.1195	1.0754	2.2603	1.1942	3.143	3.1687	1.2543	2.2655	4.1766	1.1905	1.3092	4.2053	1.1255	2.1836	1.1711	0.229
6.5197	0.1533	2.2608	3.2657	1.1473	0.1197	0.1006	2.1332	2.3539	2.1729	3.3338	3.1216	1.1655	3.2281	2.2835	1.1602	2.2394	0.1199	5.2354	2.1235	0.1783	2.0617	0.0641	3.1422	0.1479	0.1052	1.1314	0.1285	1.3089	1.1174	2.1674	3.1969	1.2342	3.151	3.2231	1.2017	4.2001	1.1365	0.1585	1.2073	3.1983	1.2396	3.1925	0.1862	0.1144	1.2105	4.1006	2.2532	2.1621	0.0772	0.2265	1.2326	4.2001	2.1288	1.2116	1.3082	3.1239	3.1846	0.2138	4.2277	1.1111	3.2954	2.2042	2.3757
1.1831	2.1394	2.1951	3.1566	0.2042	2.1741	0.1072	1.1029	1.3053	3.2255	4.2149	1.2433	0.2449	0.1387	4.2174	2.1022	1.0962	0.17	5.3009	1.1294	6.1675	2.3147	0.3147	3.1877	0.0888	0.3081	1.2587	2.1709	0.0981	4.2415	4.2649	1.2382	3.2455	1.1378	2.3153	2.1882	1.171	4.2771	1.2476	3.3138	4.3105	3.2049	3.3512	2.2906	0.0856	2.2089	2.2474	2.2485	2.0926	0.1416	0.1398	0.1367	0.1537	3.2188	2.1741	2.2726	3.1751	3.2751	4.3356	1.1802	2.075	1.2372	1.223	3.2083
3.0951	2.275	0.1081	2.1854	0.1959	4.3971	0.128	0.0889	2.1587	2.2424	2.0801	0.0403	1.0296	0.2236	2.0904	1.0507	2.3053	1.2715	3.1466	0.0417	3.3271	10.7023	3.5001	3.2683	1.2566	2.2721	5.4216	2.2903	0.0953	4.1875	2.2263	0.1428	2.2245	0.213	3.1975	2.1527	1.1726	4.4544	4.3082	1.2123	4.2742	3.4817	6.6266	2.2303	0.0402	2.254	2.2369	1.129	0.0383	1.0503	0.0653	0.0141	2.0622	1.3418	3.3075	2.0825	0.0755	3.1518	2.3949	1.099	0.003	2.1459	0.1717	1.0181
4.2852	0.1104	3.3169	1.1439	0.0218	1.1369	0.0941	2.1627	3.2806	2.2952	5.2834	2.1819	1.1337	0.0782	0.0726	1.2468	1.1854	0.0979	2.1267	0.0909	1.136	4.3201	1.2266	2.1922	1.1129	2.145	1.1554	0.1859	2.1349	2.2528	2.2714	5.2402	2.274	1.0824	6.3199	0.1457	1.1229	1.2383	2.1858	4.2653	2.3527	3.2734	2.3163	1.0999	0.1235	2.0987	1.1787	1.1828	1.1112	1.0822	1.2692	1.0882	1.2197	2.1841	1.1093	3.2576	3.0747	1.1078	0.2946	1.1291	1.1574	3.341	3.1512	4.3808
4.6366	2.186	5.3971	2.2466	3.2013	1.1538	0.1446	0.0612	6.4773	2.2785	2.1868	2.2608	0.0525	1.1174	4.1862	0.214	1.307	1.0789	5.1887	0.0541	2.0581	1.0537	0.0896	0.0145	0.2048	0.0728	1.0874	0.0886	1.1151	1.0371	1.076	1.0346	7.3041	0.2729	1.4023	2.1964	2.2905	2.0855	0.1306	3.0967	2.2566	2.1334	1.2281	2.2654	1.1679	0.1095	5.3258	2.359	1.2194	1.0767	1.206	1.0724	0.0857	0.0715	1.0888	1.0902	2.2399	3.1293	3.3776	4.3451	2.1888	0.0758	2.4746	5.3229
5.5312	2.2813	3.2694	4.3474	1.2237	2.0592	0.0678	1.2077	3.3083	0.0693	1.0838	4.2882	2.3309	2.1189	3.1978	2.456	2.2265	0.0462	3.0471	3.2325	1.0382	0.0109	0.0083	1.0735	0.0499	0.0044	0.0341	0.0974	0.1058	0.1046	1.0497	1.1729	3.2388	2.0907	0.2002	1.2007	2.0768	0.0479	0.0523	0.1018	2.141	1.075	0.1283	1.1486	0.2622	0.0523	4.2182	5.3546	4.3969	0.1105	1.2296	1.3596	4.231	0.0129	0.0707	0.0599	1.1882	1.1131	3.2417	5.3871	4.4044	2.1056	2.4675	12.0263
3.2379	3.2453	3.1845	1.303	1.1013	1.2011	0.0769	3.3201	3.2055	2.1354	1.2344	4.2467	2.1778	1.1359	1.2982	0.1797	3.156	0.1234	0.1105	1.1066	1.0922	2.1253	0.0477	1.2855	0.095	0.0475	0.0507	1.0499	0.2695	4.211	2.251	5.2539	4.2414	1.152	5.3568	1.2692	0.1503	1.0098	0.0378	1.1182	4.3213	0.0503	2.4029	2.2413	1.1945	2.0372	4.3353	1.1932	0.3382	1.1786	3.2213	1.1155	2.1524	0.1547	1.0789	5.1758	4.4606	0.0829	5.4102	1.2237	2.2187	1.1179	3.3131	1.1376
0.0712	0.1386	2.1855	0.1205	3.1455	1.1589	0.1726	2.1608	3.2347	2.3207	4.315	2.1767	1.1113	2.0904	1.3699	2.0626	1.1911	4.1273	1.2506	2.1317	1.2016	2.1876	1.1402	4.2531	0.2071	0.0565	2.1656	0.0779	1.2643	1.2008	2.2261	3.1306	1.1259	2.2512	4.2742	3.213	4.1798	2.3137	0.0682	1.3296	1.181	4.2859	3.1442	3.3136	0.2638	0.1208	2.1978	2.1985	0.1279	0.1215	4.3409	1.1706	0.1683	3.104	1.1463	0.0692	6.2365	1.108	1.335	0.3001	3.1188	1.0774	3.1938	0.0968
4.3509	1.2478	0.2765	3.4226	3.2914	1.1733	1.0368	1.1873	1.2651	1.208	2.1597	2.2258	8.2719	1.3897	7.3363	2.447	2.4835	4.1844	2.2022	6.3222	3.292	1.1342	0.0729	0.1269	0.0887	1.0391	0.0331	0.0745	2.2741	2.1338	0.1184	2.2637	2.1624	0.0675	2.1408	0.3411	5.2482	2.1112	0.0581	1.1547	2.0978	1.1261	0.0817	0.1494	1.2137	0.0765	5.2017	2.2061	0.3082	1.1883	3.3018	9.3567	3.354	0.2062	0.0667	4.2588	1.3209	5.1984	1.2587	6.2493	2.3823	3.2403	1.378	0.3456
4.5615	2.4541	1.1453	2.4086	10.3485	0.2394	2.1381	1.2547	0.2458	1.076	1.0637	0.2416	6.3447	1.1886	5.3171	4.4501	1.3871	7.1915	1.2259	7.1544	0.2261	0.0666	0.0622	0.026	0.0927	0.0421	0.0737	2.114	0.2179	0.0784	1.1859	2.2447	2.3176	1.0799	0.0835	2.3216	4.1148	0.0519	0.0222	1.1468	1.097	0.0747	0.0198	0.1355	3.1824	0.1219	5.2014	2.3849	2.3239	3.2551	0.1538	6.4466	1.2267	0.0228	0.0799	1.2487	4.3813	4.1424	0.1663	8.4045	2.4829	1.1886	5.3691	2.4144
0.2306	0.4094	0.0557	1.3193	8.247	1.3816	1.0657	1.1454	0.0948	1.1258	0.0497	0.1423	11.295	0.2354	6.2028	1.4477	0.2806	7.2576	1.126	6.1786	1.277	2.147	1.1645	0.1183	0.0947	1.091	1.1331	0.0779	1.1895	1.0726	0.2107	2.1585	1.0848	0.0583	0.0497	1.3636	4.0596	1.1285	0.0929	2.1543	1.1067	0.0657	1.0766	0.3664	3.1761	0.1207	9.2716	1.5516	0.4416	5.1732	0.137	10.3194	0.2758	0.0704	0.0241	1.2131	1.2613	5.128	0.3536	13.5331	0.4112	0.1555	4.5911	1.461
4.6655	3.4977	0.2128	4.6667	12.4119	1.3493	0.1237	1.1377	1.1243	0.0377	0.0312	2.2037	11.5525	0.0326	3.2567	3.7258	2.4582	9.2092	0.0346	2.2789	0.3677	0.1007	1.0036	1.0632	1.0639	0.0157	0.0023	0.057	0.1792	0.0061	1.0227	1.185	1.1374	1.0748	0.0234	0.1198	0.0376	0.0121	0.0042	0.017	0.0364	0.0001	0.0536	0.208	4.213	0.025	6.1316	2.3849	4.8008	1.2408	3.1463	11.505	1.1129	1.0731	0.0071	0.1552	0.1735	0.0173	0.211	10.3283	5.7453	1.2419	0.3247	6.7764
1.0835	1.2959	3.114	0.0646	2.2014	3.3637	0.1169	2.1716	1.1628	2.3284	5.1791	2.2694	1.0612	0.1494	1.12	0.048	2.1666	4.3255	3.4718	0.1049	5.5174	5.5521	2.2836	2.1932	2.1459	0.2385	0.273	0.2019	1.1243	5.299	6.2046	0.1073	2.144	1.0928	3.2546	1.1118	1.1897	3.2591	0.2952	6.2513	1.139	4.2359	1.3968	3.3716	0.0946	1.2146	6.5436	1.1865	0.1185	1.0984	1.0995	0.0411	1.1576	3.3678	0.1634	2.1122	3.1555	4.1926	4.3848	3.2217	0.0322	0.1146	1.1942	0.0137
0.0631	0.0063	0.1044	1.3417	3.0087	0.0013	0.0355	0.0922	0.1026	0.025	0.1477	2.4562	6.1958	0.0302	12.4156	0.6888	0.0086	0.0066	0.1771	6.0678	0.002	0.0	0.0004	0.0009	0.0112	0.0082	0.0242	0.0715	0.0159	0.0098	0.1996	0.0715	1.124	0.0837	2.1193	0.4412	3.0666	0.001	0.048	0.1214	0.2124	0.0936	0.2326	0.7363	7.3512	0.1776	24.5456	1.9022	0.2634	3.041	0.3323	10.4014	0.184	0.001	0.0334	0.0856	3.4426	3.1107	0.8883	31.7905	0.4191	0.0865	2.1242	1.5649
